hr,rmssd,pnn50,sdnn,spo2,stress_label
76.17352479134884,10.242050242922605,5.44214126989576,23.73684723816993,97.74109587846328,1
53.744480045147306,11.145185078977605,0.495784156355799,27.436593216275078,96.1929283622648,1
71.38275023916613,17.109948425099137,25.45491476330752,68.37504634817559,100.0,0
82.21880834687829,20.595668834820138,0.0,10.0,98.26716156367254,1
64.95551765081544,62.67769034697634,11.265971110302509,67.79853209293128,100.0,0
68.35764486685812,49.148722583865734,25.0855608082435,36.43677814311132,99.85557293571034,0
60.11313888155947,52.567248845745254,9.369656934287464,42.308105032383295,99.93508739922224,0
62.22158168833726,66.79913214063816,24.21769340941482,32.371533405632135,99.39206759973172,0
60.28086145795514,55.480332202755655,25.25210867540082,36.85322658085694,98.66429476537057,0
82.5697851372224,52.394796877716885,24.42482246994537,76.13015102935347,98.71066846520311,0
90.51441076315353,9.26699862272718,5.935392103158393,40.35443416416945,95.74590677184996,1
76.39596656997558,43.62440963782311,16.122304884614593,74.96448115380366,98.21320576426173,0
71.07611909988886,40.623620516121946,24.401738564700963,67.40340306501437,98.79089705759,0
49.03574575638609,28.181343898584124,34.29409984790816,58.01795116647679,97.97626869722858,0
54.131407877940205,28.803955180862275,4.782013600380527,58.480789219477,97.90156241941895,0
76.40094530817622,17.455012598656374,6.455882523410953,50.93197932209945,94.73217487065519,1
74.27504834640418,59.59652341522608,17.209072606232994,63.04853931879047,98.04236675066238,0
90.22826296502487,30.073048107236403,7.422424930525252,35.08608373233442,96.35453602006804,1
70.19132002090798,16.332254315676735,9.82643261945566,14.728321434103524,95.41736594773496,1
66.01014188987254,30.230178227291063,17.074765528847873,53.64602127407734,97.13438259580985,0
57.20702523026905,55.551418751809635,11.92630217769036,36.03191798257744,97.8699750204661,0
96.78346603011815,16.424625536024884,3.1416756875375267,30.44358797515607,94.38143885071052,1
93.93646784530038,21.067480251229153,3.362766103617115,40.05924511796417,95.30875585157044,1
101.53490791904284,19.23594932476201,3.6537896404873065,29.801263646316883,96.83910285128358,1
102.6433947570126,9.386566980231892,1.949923043413607,40.3630289207248,96.10669759722421,1
72.20426461865273,70.49153974513064,20.982049730583665,70.22043489862958,97.34630771866014,0
71.03786638454247,47.99135978980151,29.730382821602152,50.31641891946907,96.83891658443282,0
69.02601651799604,14.048952712808184,21.826495077574652,74.11772799629955,98.69189773587304,0
111.38011173747776,26.200873220654188,2.384406446697694,30.273133798514387,96.92894394618335,1
69.01387883984647,10.476808668125173,2.756956372080559,10.0,97.07124020237747,1
63.007425242775675,19.906591480326387,29.04212865277332,70.7380911703644,98.7270344788649,0
62.407454598328236,53.87163227627782,31.80220360476691,64.61105354579533,97.67538774956525,0
67.21280612408944,62.932209762382186,19.033709413882697,91.46909008698647,97.97436906601462,0
65.2592561067211,34.91271605990496,27.232708359202608,33.866674610470874,97.95395820118328,0
74.89454559581719,19.082706783138327,8.97778950203563,36.46006187114551,93.44251095871167,1
112.50483583513457,20.362239524966945,1.8940034380279989,31.571279189909408,97.26428473375404,1
79.99781539658123,19.583333338736605,2.570110849518771,25.956380073099773,95.97058129636737,1
53.53862968208278,47.18754705323076,30.852994365163383,67.72325394114559,99.31992525263523,0
67.59472168011895,37.00911752674645,33.39663864431189,39.63723690237097,97.59932861748752,0
76.42959914292106,26.640448473114482,8.771154056560302,34.87305237044995,98.60789479781769,1
77.44860661105614,20.788760958887842,4.499302286467343,38.46882103884914,96.8271636511717,1
61.92045689271935,53.11362777841485,33.76169167191233,49.97482207729797,98.43892432864763,0
75.29871239630017,5.0,5.801838525654916,36.08905356254632,97.39310021363009,1
49.40350625796506,39.73725854885288,2.8165223994891875,80.54551661481277,97.41394541788192,0
75.04322887567918,59.18804465526218,15.994096474639383,43.008225730983824,98.85037021638634,0
58.24540770253543,46.53726963237311,20.171724091930816,33.282623783015495,96.26953198087554,0
66.81347398795678,36.576633805040615,19.469101830858676,70.43795758640678,99.67344227663244,0
62.819642229105526,39.89101939635208,30.001430331138838,39.64596645450637,98.7231530547477,0
69.41508777457723,55.203453126264435,5.63247297497535,48.57967095286589,97.62173674717653,0
89.19864345291056,21.84595663814387,10.986841629783925,25.05034519631927,96.25364125253618,1
74.19737615102997,49.44865407795458,37.67651511187974,64.33092004514755,97.34288338128673,0
54.33497316177755,21.727316264116066,31.62051834758473,77.82895234630513,100.0,0
98.11726398787889,27.302708620279887,2.6799346693852613,18.435841832561433,98.27511899862633,1
68.3414460179152,46.61166561511339,28.8737148063299,64.84778223687309,99.78381685985356,0
75.35988467853565,53.16330528510521,33.45802872562928,67.71093828637164,98.03883026796538,0
97.07877609895768,6.844039449125907,9.215566209183532,18.05477060233965,97.4287049301921,1
58.23876833259073,53.3008347461164,24.66074774072091,36.078660627550015,98.92069963101848,0
60.37663378533831,58.21720081220054,25.013256887344074,65.93131478082057,97.5424310449848,0
60.28534214858111,38.120420458483736,33.56702480242556,85.16065631708234,97.69482824825712,0
73.61478515726144,12.454838734114468,13.058105989077106,45.618323157198375,97.14749131055927,0
68.99693932254904,21.30399129710238,4.143729209088555,33.794053976051096,98.03570902918227,1
91.1874039180704,23.262105409202988,4.7218708550309225,18.130066116942555,98.5867212712312,1
80.93065440662647,10.515229609900594,4.288328496782407,20.87189080703487,96.37385442701586,1
92.1286470587616,20.786733913969016,1.4086797342974826,25.122946270512553,98.61149950715537,1
93.9568014128073,34.600520314788334,9.72051269496611,41.44293068559939,94.91819717431629,1
71.11088281306738,44.20339797454634,19.490181964617506,62.52023010798793,99.44521153461149,0
94.00997909205054,10.972209589263521,7.969835654370481,23.62412457924036,97.32502467844643,1
62.57319946018293,41.71700622396561,32.662429750405096,44.39709420276153,100.0,0
66.14696716846605,13.218658533961143,6.480847559766964,35.8431416643531,96.84928641914244,1
87.31131156398149,21.284400682620934,4.075722090169279,43.93181257934906,98.2590236713474,1
71.98259480804508,30.507649149443743,24.20611575594297,55.493010769189446,97.49439862431053,0
67.88131347156613,36.935313633302755,31.55403829850237,43.947126556585026,100.0,0
57.829338731263505,48.28953505800654,32.918593103880674,51.44039354699831,99.35246864343296,0
55.16653121759667,66.7817654877384,25.141492649657582,51.05382888046681,98.20081822757257,0
97.70703123271264,13.324357665196494,2.0025692423088897,27.784634024162617,95.23455683084505,1
109.84652689530179,13.468843270282214,8.326467144721615,32.09470083647773,95.52319892427705,1
64.95236232629817,56.76004168966122,23.117386649136936,77.89669418776542,99.52151539278186,0
72.35131883726663,38.10514841590505,14.20157552218513,50.796185919558084,98.69624094066673,0
69.36629370825884,12.426428928593289,24.918867983882496,62.371338379847764,98.22245574368445,0
75.33019071212703,51.326701113763065,38.10191908080897,56.760592194746515,99.43747749250693,0
78.08053115622016,64.67540173908992,14.078584065712668,56.194858836864285,98.15483529455021,0
68.91403628061062,55.295303325218,16.61107325974264,61.01757770875407,96.48007266784387,0
105.30334006962268,13.901006074586451,5.223455759377988,26.90350286011939,98.71904136252012,1
42.29994846882097,44.75084486511137,23.94181242502302,53.195454186124756,100.0,0
57.90136432915383,56.57694265853492,28.562527887060835,78.92278878803273,97.8328109152225,0
79.20437321051489,26.768559259819188,6.701285233320442,14.550626533232414,96.19104247830509,1
68.09106123078449,57.56646332319884,18.20769346807045,16.286160152745886,99.02322318573704,0
73.35615172067229,5.0,0.0,38.139808601977414,97.19292617560745,1
85.29212343145298,29.112194903702093,7.54929873209229,46.16300042721917,94.91089679174951,1
64.72359500836829,20.749299375779785,22.706176681445328,56.27076219349984,99.12661363726308,0
65.36451104913519,54.35110707419874,32.03440133138894,92.32393016074712,98.18470334471388,0
57.471818394668965,48.691254229746136,16.977199728604567,82.22941152654803,98.21678196105476,0
60.47538905700808,37.93026418273323,32.18417423471641,57.63379525152772,97.85833317986962,0
78.32281534098824,32.15745239007375,25.355660740329935,69.78459227415345,96.86866488958293,0
93.7631260168711,9.559138596156405,8.29113112333601,20.373489880810236,98.0391535477733,1
73.8466645303577,57.92154788449207,27.513166482381024,56.53048585605451,97.92358042366516,0
76.76827752653683,34.50757169748535,14.62933926430004,69.98053402549245,97.7038631968135,0
57.39949202027098,23.345936067453525,20.170901605394825,58.7592746415526,98.7430917276607,0
99.4156749315938,22.21518338932635,4.236511121787281,28.0180432362028,97.76523620337278,1
75.18056130342856,46.894712992248,20.30869145789591,45.10700998371682,97.05479473558778,0
70.33015737634818,53.66967785459336,30.773635251066615,58.07010830471916,99.90693474589175,0
61.127052043321456,59.32903855810808,24.61257105010457,50.87473852980994,99.09253030731776,0
92.91563342420793,20.85578207413541,5.325113688224795,29.62106918283169,100.0,1
74.47405316156939,55.84240342478268,26.117991582033884,75.10735800895003,99.01799477639145,0
88.31445703328843,15.57148539787268,4.676330649349247,10.0,97.31590125894647,1
82.13828703867568,30.74135998626307,5.077376283247017,18.11036580465038,96.92517976880782,1
56.63103131949997,52.101111235687,27.909473643394854,74.36759446662401,97.70911820830544,0
88.40809715473776,7.079825636586918,7.805979127698858,35.18871180440122,97.74370753154136,1
65.01295225085553,51.221593361831864,41.043391083085965,55.72358614436979,98.63864518371008,0
74.96648440982308,11.053912307213341,5.391253172373229,41.03933546701907,96.61557876362264,1
85.16900164825451,14.744918043965002,2.8609733166227076,32.949714557088214,94.75411353223203,1
75.24751661333381,35.018665528058094,32.21903485438141,40.950021039091865,99.16884013054622,0
70.37555686251598,50.763031080088446,15.055714782002077,63.743222843971154,97.31694381526562,0
84.96684093884578,26.235304807642606,8.186807708282968,30.15182942540433,95.53779013611573,1
70.16470169739355,45.29071856547038,1.7968440176957685,71.73944739474777,98.47576716613031,0
74.61960998386458,28.57094221735793,0.0,64.18625787517777,98.79156367668197,0
51.47462697914838,30.322506812000903,52.55217743719902,55.41584078769295,99.23095897637621,0
59.79472138105293,13.64545651720265,23.297417532040946,56.01593159570842,98.10012176133162,0
86.62430997392329,20.114146173165093,4.399532194984774,17.35993832052636,97.7292771873429,1
49.40502595742061,14.244638140736996,32.39180494701568,67.60530408203036,98.44260463492597,0
53.83641196195943,34.381335889888874,22.37253252313496,36.0615904713883,97.76097134197677,0
70.21864270541344,66.40958046433825,20.805652473414494,71.34732531474148,96.58593992941253,0
95.91341489336334,11.568412682180153,6.22938246683188,27.522475817602906,98.98062101467575,1
58.00451481328066,54.41409446342747,22.204925367034665,57.625417829855046,98.31614610684079,0
77.85192274607064,17.887208272746626,4.749407111512714,32.41240248406729,97.1267577185393,1
71.38395639689789,58.85262924071053,14.493766781721988,73.03158750886156,97.31366357289015,0
95.05427065765282,22.95791027762295,0.0,30.929792465294096,96.29725582995952,1
58.929877936517,65.26278496048508,18.46320859362581,47.904346063229255,98.57569494000509,0
70.48471797038734,42.875271209848094,36.663705456692526,67.96463492946135,96.32178868026857,0
60.76426429194393,36.57236850972451,29.793609534294223,20.627744154388324,100.0,0
94.37231313873052,19.19101443134153,9.726270865676586,53.436540528126244,98.3061199668826,1
99.38575715765944,19.04552019571506,4.433896986532207,25.242045559950988,95.76083201242818,1
59.50388720240402,24.741660534855253,24.241285493149768,34.729986341604196,98.69091652414372,0
87.5640327034919,19.175482387093503,2.9114737199200302,60.768603701805034,99.04017385027046,1
73.06548999898332,19.862944699415188,2.5679754282507057,19.85520273292586,94.9898918933141,1
68.45773352607404,34.77929647395639,34.678260240252044,74.90673321795659,99.87391438521145,0
58.18090587140717,52.130484160380156,31.324542166423008,52.88732737344053,97.72822804260713,0
77.87616532620778,48.41243813598081,31.35967750711738,47.66885982258109,97.2807155334778,0
60.44440180406312,43.139679189150044,14.357799931826511,59.85232787024425,96.8114948119315,0
74.55943093036153,23.367289986215,7.415162081111577,26.081232346131337,95.47335353638456,1
75.67115738168786,15.013854032469487,7.578073966581165,39.28245691344325,96.25520239677705,1
74.1580908881826,20.142749102930665,1.7058601174966022,24.817473611387975,98.98791413565556,1
71.61692342852615,47.36961468377177,12.280809988872772,63.17094851205988,99.56265729078753,0
61.994930673875714,65.26671134980073,37.92745289518207,84.9559924821521,98.80524312653135,0
95.04870039767215,29.313498306648718,6.789575748275903,24.98765892209787,96.32718574520821,1
90.86265944528488,7.67550862443025,4.42696433854323,40.96547118230254,93.71311922325208,1
106.41378522153418,26.978993749625275,3.160941536678095,35.43390827871809,97.0047215903595,1
102.75988442126419,25.86146514215953,0.0,35.87262413464177,96.69155821953512,1
88.9939908462172,12.174624792241476,11.99254827648334,40.40061819902576,95.89034325404054,1
54.32311514471814,39.21491053533228,29.345026460913058,63.60308765919334,99.75313282476824,0
71.31935777744681,59.5435353862936,28.268554006104374,39.16051904683515,98.3043014688531,0
100.72107687890399,17.587816571802833,7.012361474494988,26.812516847538667,95.45528222718723,1
86.51987123144667,20.47237954426123,2.3772491221542253,27.642887551433315,95.59080513702102,1
73.95395934051277,40.58316363617949,39.52755545126183,82.93121775811363,98.41895403527826,0
56.932410139621204,13.711531833999942,10.279629269732084,39.3924776265201,99.8784696274615,0
89.38989504672335,21.116836192735903,0.0,18.020335707827385,98.33061966466943,1
67.29419289906069,42.79192081971604,30.648423586001226,84.53696709203723,98.27895753646295,0
65.55495842126456,47.88895378096958,48.92109635273992,28.509656033714617,99.18322301478881,0
64.08158200992749,53.501575892762695,18.426274460052756,59.26552453712325,99.2114105794655,0
125.3549224125261,24.46428951521657,1.6077376078779655,25.762403179772967,96.31987883742421,1
66.45228192843982,15.359278466388503,7.93131632728698,17.257678809232047,98.57272397657589,1
68.9021985686747,33.98650017043443,23.584703626621526,83.9748271146155,99.23354781350587,0
88.10540385877778,16.098533464312126,5.306436281806638,24.882364420576966,93.84287574142148,1
81.33742328427785,47.32987498799102,28.98147265122537,59.13138375184637,97.76488319927542,0
63.512604152409835,21.009078567085332,47.77086498053305,41.48232002366406,97.46803371615282,0
82.7168895473632,28.30460579881902,5.058035997050617,17.638642039695377,98.881507541136,1
96.77200752142578,22.30747965773162,7.862936964683362,53.94361900582451,100.0,1
79.75941588396046,30.99107994248922,6.532672759035601,34.99095816137749,94.46159375253501,1
85.95537081534165,11.497411277307481,8.312235259573237,40.710805004028046,93.88827047347553,1
64.82372108796584,61.82792257191378,23.13321037686555,70.93595467503546,98.85116546762708,0
67.73328185562102,40.93027532897554,12.834191958642904,43.17704778862459,99.20935251445532,0
65.15566604415106,42.922316330891626,20.761099576776473,55.42216731778872,99.54691179448814,0
62.31804734505579,24.88402930047647,32.43651775540173,56.926850042029244,98.53139586553277,0
77.86062645119608,44.69159163974239,27.891836731187254,42.31614763052512,98.28033054764904,0
95.31431254250322,5.557010129270061,5.803380372462838,31.007910726448063,97.06193118338116,1
73.29727118926594,50.016577722727824,39.78071898356444,45.096157266089456,98.63592456721835,0
89.01360143667937,9.44596404995936,8.825180008365384,53.24673305852818,96.97449088827425,1
94.0602530592852,18.676147806522618,2.1456613203712966,11.792397221979837,95.94133977535695,1
71.29649942857922,31.632816624472945,4.539561224307043,26.540806709528294,98.33373073718171,1
56.025991177152896,33.49703942993172,25.68072269248621,75.43153487135221,99.00168504516878,0
66.98660114012706,46.17176602854025,29.00235855526775,63.02479357693882,97.47002772522306,0
65.36863377306521,28.894670116233712,25.810825429008236,52.79028087767638,100.0,0
64.6808449299863,23.936406506076167,23.658197893230753,67.79038118456832,100.0,0
80.92657120073538,5.34057620781088,8.267348045723924,16.19401294100349,96.34576683773878,1
62.939036115912046,43.955498200498376,31.891644570743356,49.74548576570419,98.22627074783324,0
64.88583717640489,47.24396936278182,25.978271747079226,66.5400866283387,99.34383950964174,0
92.71160938781162,21.62868418807375,0.0,30.502276991656803,97.71926132200241,1
70.8315295565636,34.61473838649309,18.40960725111355,51.38848987074603,99.03641389989134,0
100.4065726590905,14.740319141667188,8.631849254508197,31.234798091645942,96.81357133425635,1
85.46338924218438,23.972890916817256,6.30231126714828,52.75825427647638,95.72166303550401,1
94.21722042435971,13.766391921507896,1.5228520520454247,29.89132862965028,97.20602871911055,1
88.34538844048075,42.23781276475197,13.698212705153166,64.09516076241579,96.42535996245363,0
64.26434573916588,45.24037923442741,32.94600382945212,74.6043337414177,97.99643038109228,0
86.19263182444081,11.871033355114633,0.4877497807692244,33.098947793806346,95.0896216771051,1
61.68298479542509,30.072390601511437,30.496831862902596,87.02145148899731,97.19841201719667,0
65.76377820522917,17.00090491719946,5.062791183831034,32.18659306757298,96.33051922714849,1
85.59232841409482,20.940083284324817,9.161723570579355,10.449512296817172,96.4465908414528,1
90.56570552729276,10.656191163114112,11.924678527069197,23.64590119771263,96.93806096948907,1
69.44817677473833,36.13072816797158,6.534269521955828,53.570182096252,99.52944055592704,0
62.30483898571889,32.30348547811532,34.256722095027214,55.03837655965421,97.98983918634978,0
89.79347307595971,24.166001676950298,14.526854126930184,38.27236107657423,98.73975994958252,1
60.95227040809716,29.611978410457855,25.62331349619123,61.607548728893946,97.42148725863541,0
63.597643760767895,50.98976402578696,28.603933950180803,67.56431780076409,98.79096473013745,0
60.94393072583955,37.29149060026735,13.01048602006124,86.77162558777643,98.51345036461929,0
85.30176333046178,10.569663348380331,16.74263160931111,19.266719677771043,96.3567281115909,1
92.99004203543272,22.801703725954223,8.831728220862736,48.07608507769263,97.75923648319107,1
56.55175360026666,41.14582312317328,28.07832372513885,91.02339062258736,97.1021945215757,0
74.62061204180182,47.69871554319625,33.37830535229481,58.47007925046102,97.65756736987368,0
97.01047335281598,23.23544821684497,8.888227862958887,29.86695364621365,96.10026696502023,1
69.2945560597139,24.55498614511525,6.695557929775944,20.342173671360406,96.19213949005507,1
61.265929504388474,22.75523352026373,16.823176033948663,42.99254464790469,98.08752098811206,0
59.0904200133635,20.59492618699877,45.22590230569482,78.78811096543846,97.72098057848001,0
91.26905675984332,21.33972071857036,9.764343419093908,21.813949733399213,98.63816017597364,1
81.42513634951678,7.313100766651093,7.896546237257989,42.907584241224285,100.0,1
73.60329681891744,23.59135748064631,3.360795024825868,37.83358710524031,94.79426567315312,1
72.84676269161723,11.79300141466813,5.315856182672338,23.589187334616447,97.98858151587012,1
73.21515694606332,53.99366311868034,41.18787639660868,66.23739944183015,97.28310328965983,0
75.90701210830672,35.92265646591004,34.1041849968557,83.60601324832659,98.9566880107304,0
70.0460942420242,10.654302667921668,10.290977867540542,28.308773143571837,97.11936030241326,1
97.10589299396331,23.570582896642588,6.115199249541843,27.913316287795343,96.53099733140147,1
98.29478590349612,22.428556248542346,3.9707999975288413,40.82112312993141,96.80644882730533,1
77.78005390798728,11.928234408773243,1.0850366547609358,27.275899833963127,98.85058641750429,1
58.55923855175593,47.827136415271546,18.43310654372587,56.09536438092844,96.98995878801475,0
63.2356941667477,42.09441930292557,30.402879440356955,63.34921369883056,97.30160787504795,0
101.01037892852251,19.68242432177596,5.793574068709947,29.90817646614861,96.22336382916667,1
90.61362807698471,21.804707487428658,0.0,24.612391626539043,96.61757954439462,1
91.07404726833134,27.546488047417007,1.9130367416128706,25.02038153182158,96.23119883403018,1
78.3816689187455,15.2225080391019,8.083208879951885,19.461645046356544,97.64172159272935,1
67.57717323977997,13.509296028462352,3.6820427991280558,46.748596729140644,96.58779654287096,1
47.39005221239265,15.016666397081252,25.34029586346681,69.20656283684863,98.87545585762726,0
66.34056084640793,62.433893962585,19.604087792628683,73.42365834040238,96.86798511497358,0
57.76041733649547,17.894379076022755,22.251546993302078,59.30608174100486,98.61410149222652,0
65.49506682309708,31.08670003782408,23.097591555867844,37.53829997091377,99.86322897513224,0
62.57099141681599,37.66670821434463,40.88940328444083,41.366301996761564,97.37441288596803,0
56.23023740105148,43.98192927450777,29.316316296375973,71.09513202176751,100.0,0
47.00454036639389,54.13103383686625,19.42869427427769,51.2037727666684,97.88022787174613,0
57.729842633536215,70.26787251905178,33.422973270139025,60.347939678360625,99.851015752487,0
52.899768277609,25.039423030036108,3.2203226780531224,49.50878189815069,98.66169852670475,0
65.82286862345867,47.240128665898204,10.889431689339181,72.04732113921033,98.739627518239,0
70.86443425172799,16.60856733614922,28.114908587977897,42.1835214012371,98.10267674744864,0
94.4123787836366,18.728748850047307,1.5938400808827247,30.06273156184418,94.70269702713453,1
74.20213916718637,41.92073970755623,36.18549944255326,52.10202469355936,97.97642401159342,0
58.886505706897225,58.14260897539613,17.90568842671524,69.66893148622765,98.1175476023307,0
49.192293600867046,36.44528898320301,13.208917856371517,60.50854085523506,97.30959226432552,0
99.1117012085754,17.271393117175784,4.2896160209650445,36.558921377875826,98.44586040111379,1
64.83920998584279,33.43199550676064,7.260303838878706,49.7092536444723,97.88278775335203,0
89.28468943590757,15.238824950895783,7.751731888205713,23.870167287293107,96.91443824972059,1
74.47189954557511,50.1273782093245,24.399624583114356,50.97083337097234,97.86676860328502,0
58.19509397638442,36.884897013256506,32.55665838744314,56.67167593061597,97.15022693061877,0
79.14535434447826,49.799477867177444,10.930565994868306,53.372266091387644,98.61088638282841,0
78.63673674637901,28.37831312611696,34.760407193559466,80.99229640458515,97.87134569492542,0
84.6698365736772,9.709526021009838,4.1861554356787805,29.63410025657069,97.98947499712355,1
101.08220165224536,12.015231483026824,0.0,29.787552207237578,97.44030629495296,1
90.9930122522205,15.386614019927649,5.499008398655738,45.154448083522475,97.57260125344376,1
62.013052599975325,37.49703274356006,23.301476423222695,84.5510994274596,98.3166992904738,0
64.84164524383434,37.765296435955456,35.98983357441965,89.39755882117012,98.95061304943138,0
88.9932748454251,18.294262665393877,0.0,37.451508642848175,97.20124962399376,1
68.4267364052858,34.328067088744426,21.155431210229082,53.834625952452406,99.52162298407303,0
61.969921307175255,76.23990483164697,29.308624190150375,40.864760100064025,98.37145370674804,0
59.786599022748675,12.084262952699639,40.9947094011379,70.54713813330005,99.03320731789931,0
66.32322928239763,24.269736469613434,20.163828604445634,72.6267116217602,97.4487799702175,0
57.61876820499023,16.18315193775259,4.432969783889845,31.35563416414709,98.09277796527181,1
95.6512697467745,20.070158441951374,9.782125552346837,14.810302191866853,97.75687272171608,1
95.5184603600433,8.083501711358084,0.0,22.540578735243987,96.00768783622706,1
71.02735570801944,35.78191824463357,16.436514817187962,50.82549394958161,99.61863233415421,0
65.10434699501562,42.31123461964632,23.899945012989484,79.38090501489785,97.75082827339676,0
75.52406632752083,48.15744448382255,23.395806180246524,97.51350746901423,97.4443605102014,0
62.17051392346395,26.513531412539997,34.524619705361694,85.33783400477519,100.0,0
74.79159002516803,42.035692983060514,21.347590225101534,34.93245341258903,100.0,0
93.6277369377816,14.064344761044136,10.31222755594787,20.27235483239999,97.60993305133401,1
85.92845038850999,23.10941711904241,4.745705843255514,15.490721088887758,97.11336455900506,1
73.3909131350029,44.56175391219022,32.75115121589086,44.3170577148892,98.47373920673014,0
80.50587453893706,23.97584672083768,5.125966249047983,36.900736763366126,98.6315656392368,1
96.29942290145667,20.184947474349155,1.007150965954379,29.97213889333099,96.20036439697625,1
62.24748834636619,39.38198773874624,15.200744252177556,30.639921162990152,97.83185695167224,0
90.3205534230899,7.214583636580079,5.062728945886497,49.00268424310965,98.53458483287835,1
78.14833207296424,50.866918153990895,36.67509822986446,49.14052904298319,97.85565973297801,0
43.08687835090022,62.792182110634485,40.40323979819886,51.702341319790946,98.24604829360277,0
58.96910309047231,50.739803272162376,36.24932545303241,33.858420391784385,98.90943853064225,0
84.67993873937026,18.907155135733515,6.835976006697164,28.11797561227179,96.84461971989133,1
63.288998659562886,59.55474302682422,29.187599601274965,63.30875306606041,97.22904827890771,0
61.971362054294765,58.480037405087614,25.376965731239228,69.89297204383708,100.0,0
73.30884855367053,46.397375065496135,19.89010829804273,21.69675605916153,98.33161507752715,0
